timestamp,segment,mode,tracking_mode,sample_rate,eyes_tracked,left_gaze_x,left_gaze_y,left_pupil,right_gaze_x,right_gaze_y,right_pupil,status,left_raw_px,left_raw_py,left_raw_pa,left_raw_width,left_raw_height,left_raw_crx,left_raw_cry,left_raw_crarea,left_raw_cr2x,left_raw_cr2y,left_raw_cr2area,right_raw_px,right_raw_py,right_raw_pa,right_raw_width,right_raw_height,right_raw_crx,right_raw_cry,right_raw_crarea,right_raw_cr2x,right_raw_cr2y,right_raw_cr2area,left_href_x,left_href_y,right_href_x,right_href_y,cal_target_index
860663,1,RECORD,CR,500,L,749.3,713.7,1163.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860665,1,RECORD,CR,500,L,749.2,713.6,1164.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860667,1,RECORD,CR,500,L,749.2,712.9,1164.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860669,1,RECORD,CR,500,L,749.2,712.2,1166.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860671,1,RECORD,CR,500,L,749.1,712.8,1168.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860673,1,RECORD,CR,500,L,749.1,713.4,1168.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860675,1,RECORD,CR,500,L,749.2,713.8,1169.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860677,1,RECORD,CR,500,L,749.3,714.1,1166.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860679,1,RECORD,CR,500,L,748.8,713.9,1165.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860681,1,RECORD,CR,500,L,748.2,713.4,1165.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860683,1,RECORD,CR,500,L,748.4,713.4,1166.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860685,1,RECORD,CR,500,L,749.1,713.5,1168.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860687,1,RECORD,CR,500,L,749.6,713.6,1167.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860689,1,RECORD,CR,500,L,749.3,713.6,1166.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
